// RomData template for FinalBurn Neo

// The *** in the ZipName field cannot be empty and cannot be duplicated with DrvName
ZipName: makaimurbenh
DrvName: makaimurb
FullName: "Makaimura (Enhanced) (Japan revision B)"

// Name		Len		Crc32		Type
"mj04b.10n",	0x00004000,	0xf8bda78f,	0x01100001
"mj03benh.8n",	0x00008000,	0x6de94343,	0x01100001
"mj05benh.12n",	0x00008000,	0x07a1397f,	0x01100001
"mm02.14h",	0x00008000,	0x615f5b6f,	0x01100002
"mj01.11e",	0x00004000,	0x178366b4,	0x00200003
"mm11.3e",	0x00004000,	0xddd56fa9,	0x00200004
"mm10.1e",	0x00004000,	0x7302529d,	0x00200004
"mm09.3c",	0x00004000,	0x20035bda,	0x00200004
"mm08.1c",	0x00004000,	0xf12ba271,	0x00200004
"mm07.3b",	0x00004000,	0xe525207d,	0x00200004
"mm06.1b",	0x00004000,	0x2d77e9b2,	0x00200004
"mj17.4n",	0x00004000,	0x4613afdc,	0x00200005
"mj16.3n",	0x00004000,	0x06d7e5ca,	0x00200005
"mj15.1n",	0x00004000,	0xbc1fe02d,	0x00200005
"mj14.4l",	0x00004000,	0x608d68d5,	0x00200005
"mj13.3l",	0x00004000,	0xe80c3fca,	0x00200005
"mj12.1l",	0x00004000,	0x7780a925,	0x00200005
"tbp24s10.14k",	0x00000100,	0x0eaf5158,	0x08200000
"63s141.2e",	0x00000100,	0x4a1285a4,	0x08200000
