// RomData template for FinalBurn Neo

// The *** in the ZipName field cannot be empty and cannot be duplicated with DrvName
ZipName: ghoulsmaiden
DrvName: ghouls
FullName: "Ghouls'n Ghosts - Maiden Artoria Edition (World)"

// Name		Len		Crc32		Type
"dme_29maiden.10h",	0x00020000,	0x62BC0F9F,	0x01100001
"dme_30maiden.10j",	0x00020000,	0x3D770EE1,	0x01100001
"dme_27maiden.9h",	0x00020000,	0x717DFA2F,	0x01100001
"dme_28maiden.9j",	0x00020000,	0x00136F06,	0x01100001
"dm-17maiden.7j",	0x00080000,	0xF96C3F5D,	0x01100002
"dm-05maiden.3a",	0x00080000,	0x089D3E31,	0x00200004
"dm-07maiden.3f",	0x00080000,	0xB7B0567C,	0x00200004
"dm-06maiden.3c",	0x00080000,	0x92CA0BA1,	0x00200004
"dm-08maiden.3g",	0x00080000,	0x0F39AFC8,	0x00200004
"09maiden.4a",	0x00010000,	0xE99F777E,	0x00200004
"18maiden.7a",	0x00010000,	0x9798C4BE,	0x00200004
"13maiden.4e",	0x00010000,	0xD731677A,	0x00200004
"22maiden.7e",	0x00010000,	0xE9282194,	0x00200004
"11maiden.4c",	0x00010000,	0xF94717D0,	0x00200004
"20maiden.7c",	0x00010000,	0xD2605C04,	0x00200004
"15maiden.4g",	0x00010000,	0xAD8A53EC,	0x00200004
"24maiden.7g",	0x00010000,	0xAE66AB27,	0x00200004
"10maiden.4b",	0x00010000,	0xAFCE74DD,	0x00200004
"19maiden.7b",	0x00010000,	0x0B4E155F,	0x00200004
"14maiden.4f",	0x00010000,	0x5BC8E886,	0x00200004
"23maiden.7f",	0x00010000,	0x095A6785,	0x00200004
"12maiden.4d",	0x00010000,	0xC8A5B7E9,	0x00200004
"21maiden.7d",	0x00010000,	0x7D2F39F4,	0x00200004
"16maiden.4h",	0x00010000,	0x2913FA9B,	0x00200004
"25maiden.7h",	0x00010000,	0x35D1B525,	0x00200004
"26.10a",	0x00010000,	0x3692F6E5,	0x00100003
"buf1",	0x00000117,	0xEB122DE7,	0x08000000
"ioa1",	0x00000117,	0x59C7EE3B,	0x08000000
"prg1",	0x00000117,	0xF1129744,	0x08000000
"rom1",	0x00000117,	0x41DC73B9,	0x08000000
"sou1",	0x00000117,	0x84F4B2FE,	0x08000000
"dm620.2a",	0x00000117,	0xF6E5F727,	0x08000000
"lwio.8i",	0x00000117,	0xAD52B90C,	0x08000000
